entity,bucket,sub_type,extracted_species_prefix,extracted_gene_symbol,match_status,match_type,confidence_tier,ambiguity_count,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_summary,notes,expected_phytozome_code,expected_uniprot_mnemonic,species_resolution_status,species_match_status,matched_species_category,all_species_hit_count,species_specific_hit_count
AtAIB,B,species_prefix_At,At,AIB,ambiguous,species_prefixed_uniprot_symbol,2,4,Q9ZPY8,AIB_ARATH,ARATH,sprot,,,,,false,Q9ZPY8|AIB_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=4,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,4,1
AtALKBH10B,B,species_prefix_At,At,ALKBH10B,matched,species_prefixed_uniprot_symbol,2,1,Q9ZT92,AK10B_ARATH,ARATH,sprot,,,,,false,Q9ZT92|AK10B_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,1,1
AtALMT9,B,species_prefix_At,At,ALMT9,ambiguous,species_prefixed_uniprot_symbol,2,18,Q9LS46,ALMT9_ARATH,ARATH,sprot,,,,,false,Q9LS46|ALMT9_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=18,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,18,1
AtAPL2,B,species_prefix_At,At,APL2,ambiguous,species_prefixed_uniprot_symbol,2,8,P55230,GLGL2_ARATH,ARATH,sprot,,,,,false,P55230|GLGL2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,1
AtAPX,B,species_prefix_At,At,APX,ambiguous,species_prefixed_uniprot_symbol,2,117,Q42564,APX3_ARATH,ARATH,sprot,,,,,false,Q42564|APX3_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=117,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,117,1
AtAPX1,B,species_prefix_At,At,APX1,ambiguous,species_prefixed_uniprot_symbol,3,68,Q05431,APX1_ARATH,ARATH,sprot,,,,,false,Q05431|APX1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=68,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,68,2
AtAPX1-8,B,species_prefix_At,At,APX1-8,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=APX1-8 prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
AtAPX2,B,species_prefix_At,At,APX2,ambiguous,species_prefixed_uniprot_symbol,2,30,Q1PER6,APX2_ARATH,ARATH,sprot,,,,,false,Q1PER6|APX2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=30,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,30,1
AtAPX3,B,species_prefix_At,At,APX3,ambiguous,species_prefixed_uniprot_symbol,2,25,Q42564,APX3_ARATH,ARATH,sprot,,,,,false,Q42564|APX3_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=25,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,25,1
AtAPX6,B,species_prefix_At,At,APX6,ambiguous,species_prefixed_uniprot_symbol,2,14,Q8GY91,APX6_ARATH,ARATH,sprot,,,,,false,Q8GY91|APX6_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=14,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,14,1
AtAPX7,B,species_prefix_At,At,APX7,ambiguous,species_prefixed_uniprot_symbol,4,15,Q7XJ02,APX7_ORYSJ,ORYSJ,sprot,,,,,false,Q7XJ02|APX7_ORYSJ|ORYSJ|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=0 global_count=15,Atha,ARATH,known_species_prefix,species_mismatch,species_mismatched_match,15,0
AtARF1,B,species_prefix_At,At,ARF1,ambiguous,species_prefixed_uniprot_symbol,3,142,P36397,ARF1_ARATH,ARATH,sprot,,,,,false,P36397|ARF1_ARATH|ARATH|sprot; Q8L7G0|ARFA_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=15 global_count=142,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,142,15
AtARF2,B,species_prefix_At,At,ARF2,ambiguous,species_prefixed_uniprot_symbol,3,68,Q94JM3,ARFB_ARATH,ARATH,sprot,,,,,false,Q94JM3|ARFB_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=16 global_count=68,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,68,16
AtARF6,B,species_prefix_At,At,ARF6,ambiguous,species_prefixed_uniprot_symbol,3,54,Q9ZTX8,ARFF_ARATH,ARATH,sprot,,,,,false,Q9ZTX8|ARFF_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=18 global_count=54,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,54,18
AtARF8,B,species_prefix_At,At,ARF8,ambiguous,species_prefixed_uniprot_symbol,3,77,Q9FGV1,ARFH_ARATH,ARATH,sprot,,,,,false,Q9FGV1|ARFH_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=12 global_count=77,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,77,12
AtASAT1 ortholog,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtATX1,B,species_prefix_At,At,ATX1,ambiguous,species_prefixed_uniprot_symbol,3,18,Q94BT9,ATOX1_ARATH,ARATH,sprot,,,,,false,Q94BT9|ATOX1_ARATH|ARATH|sprot; Q9C5X4|ATX1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=3 global_count=18,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,18,3
AtAUX1,B,species_prefix_At,At,AUX1,ambiguous,species_prefixed_uniprot_symbol,3,25,Q96247,AUX1_ARATH,ARATH,sprot,,,,,false,Q96247|AUX1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=25,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,25,2
AtBAG genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtBAG1,B,species_prefix_At,At,BAG1,ambiguous,species_prefixed_uniprot_symbol,3,20,Q0WUQ1,BAG1_ARATH,ARATH,sprot,,,,,false,Q0WUQ1|BAG1_ARATH|ARATH|sprot; Q9LIB3|BAG8_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=20,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,20,2
AtBAG2,B,species_prefix_At,At,BAG2,ambiguous,species_prefixed_uniprot_symbol,3,10,Q0WPX7,BAG2_ARATH,ARATH,sprot,,,,,false,Q0WPX7|BAG2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=4 global_count=10,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,10,4
AtBAG2 and AtBAG6 promoters,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtBAG3,B,species_prefix_At,At,BAG3,ambiguous,species_prefixed_uniprot_symbol,2,13,Q9LYP4,BAG3_ARATH,ARATH,sprot,,,,,false,Q9LYP4|BAG3_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=13,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,13,1
AtBAG4,B,species_prefix_At,At,BAG4,ambiguous,species_prefixed_uniprot_symbol,2,10,Q8RX71,BAG4_ARATH,ARATH,sprot,,,,,false,Q8RX71|BAG4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=10,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,10,1
AtBAG5,B,species_prefix_At,At,BAG5,ambiguous,species_prefixed_uniprot_symbol,2,9,O65373,BAG5_ARATH,ARATH,sprot,,,,,false,O65373|BAG5_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtBAG5-long,B,species_prefix_At,At,BAG5-long,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=BAG5-LONG prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
AtBAG6,B,species_prefix_At,At,BAG6,ambiguous,species_prefixed_uniprot_symbol,2,9,O82345,BAG6_ARATH,ARATH,sprot,,,,,false,O82345|BAG6_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtBAG7,B,species_prefix_At,At,BAG7,ambiguous,species_prefixed_uniprot_symbol,2,10,Q9LVA0,BAG7_ARATH,ARATH,sprot,,,,,false,Q9LVA0|BAG7_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=10,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,10,1
AtBASS6,B,species_prefix_At,At,BASS6,ambiguous,species_prefixed_uniprot_symbol,2,2,Q8VYY4,BASS6_ARATH,ARATH,sprot,,,,,false,Q8VYY4|BASS6_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=2,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,2,1
AtBBX21,B,species_prefix_At,At,BBX21,ambiguous,species_prefixed_uniprot_symbol,2,6,Q9LQZ7,BBX21_ARATH,ARATH,sprot,,,,,false,Q9LQZ7|BBX21_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=6,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,6,1
AtBBX22,B,species_prefix_At,At,BBX22,ambiguous,species_prefixed_uniprot_symbol,3,6,Q9SYM2,BBX22_ARATH,ARATH,sprot,,,,,false,Q9SYM2|BBX22_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=6,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,6,2
AtBBX31,B,species_prefix_At,At,BBX31,matched,species_prefixed_uniprot_symbol,2,1,Q9LRM4,MIP1B_ARATH,ARATH,sprot,,,,,false,Q9LRM4|MIP1B_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,1,1
ATbetaFruct4,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtBG1,B,species_prefix_At,At,BG1,ambiguous,species_prefixed_uniprot_symbol,3,17,Q9M2M0,BG1_ARATH,ARATH,sprot,,,,,false,Q9M2M0|BG1_ARATH|ARATH|sprot; Q9SE50|BGL18_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=17,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,17,2
AtBGAL17,B,species_prefix_At,At,BGAL17,ambiguous,species_prefixed_uniprot_symbol,3,8,Q93Z24,BGA17_ARATH,ARATH,sprot,,,,,false,Q93Z24|BGA17_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,2
AtbHLH,B,species_prefix_Atb,Atb,HLH,matched,species_prefixed_uniprot_symbol,3,1,A0A1P8BF82,A0A1P8BF82_ARATH,ARATH,trembl,,,,,false,A0A1P8BF82|A0A1P8BF82_ARATH|ARATH|trembl,prefix=Atb pcode=None mnemonic=None species_count=0 global_count=1,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,1,0
AtbHLH17,B,species_prefix_Atb,Atb,HLH17,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=HLH17 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
AtBI-1,B,species_prefix_At,At,BI-1,ambiguous,species_prefixed_uniprot_symbol,2,14,Q9LD45,BI1_ARATH,ARATH,sprot,,,,,false,Q9LD45|BI1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=14,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,14,1
AtBnMicEmUP,B,species_prefix_At,At,BnMicEmUP,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=BNMICEMUP prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
atbri,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtBSK1,B,species_prefix_At,At,BSK1,ambiguous,species_prefixed_uniprot_symbol,2,3,Q944A7,BSK1_ARATH,ARATH,sprot,,,,,false,Q944A7|BSK1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=3,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,3,1
AtBSKs,B,species_prefix_At,At,BSKs,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=BSKS prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
AtbZIP11,B,species_prefix_Atb,Atb,ZIP11,ambiguous,species_prefixed_uniprot_symbol,4,5,Q94EG9,ZIP11_ARATH,ARATH,sprot,,,,,false,Q94EG9|ZIP11_ARATH|ARATH|sprot,prefix=Atb pcode=None mnemonic=None species_count=0 global_count=5,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,5,0
AtbZIP17,B,species_prefix_Atb,Atb,ZIP17,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ZIP17 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
AtbZIP28,B,species_prefix_Atb,Atb,ZIP28,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ZIP28 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
AtbZIP44,B,species_prefix_Atb,Atb,ZIP44,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ZIP44 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
AtbZIP53,B,species_prefix_Atb,Atb,ZIP53,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ZIP53 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
AtbZIP60,B,species_prefix_Atb,Atb,ZIP60,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ZIP60 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
AtbZIP63,B,species_prefix_Atb,Atb,ZIP63,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ZIP63 prefix=Atb mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
ATC4H,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
AtCaM1,B,species_prefix_At,At,CaM1,ambiguous,species_prefixed_uniprot_symbol,3,43,P0DH95,CALM1_ARATH,ARATH,sprot,,,,,false,P0DH95|CALM1_ARATH|ARATH|sprot; Q96327|EBP1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=5 global_count=43,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,43,5
AtCaM3,B,species_prefix_At,At,CaM3,ambiguous,species_prefixed_uniprot_symbol,2,9,P0DH98,CALM3_ARATH,ARATH,sprot,,,,,false,P0DH98|CALM3_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtCaM4,B,species_prefix_At,At,CaM4,ambiguous,species_prefixed_uniprot_symbol,3,7,P0DH96,CALM4_ARATH,ARATH,sprot,,,,,false,P0DH96|CALM4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=3 global_count=7,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,7,3
AtCAND1,B,species_prefix_At,At,CAND1,ambiguous,species_prefixed_uniprot_symbol,3,23,Q8L5Y6,CAND1_ARATH,ARATH,sprot,,,,,false,Q8L5Y6|CAND1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=3 global_count=23,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,23,3
AtCAT,B,species_prefix_At,At,CAT,ambiguous,species_prefixed_uniprot_symbol,2,105,P25819,CATA2_ARATH,ARATH,sprot,,,,,false,P25819|CATA2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=105,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,105,1
AtCAT2,B,species_prefix_At,At,CAT2,ambiguous,species_prefixed_uniprot_symbol,3,65,Q9ASS7,CAAT2_ARATH,ARATH,sprot,,,,,false,Q9ASS7|CAAT2_ARATH|ARATH|sprot; P25819|CATA2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=4 global_count=65,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,65,4
AtCathB2,B,species_prefix_At,At,CathB2,ambiguous,species_prefixed_uniprot_symbol,2,8,Q93VC9,CATB2_ARATH,ARATH,sprot,,,,,false,Q93VC9|CATB2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,1
AtCBL4,B,species_prefix_At,At,CBL4,ambiguous,species_prefixed_uniprot_symbol,3,17,O81223,CNBL4_ARATH,ARATH,sprot,,,,,false,O81223|CNBL4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=3 global_count=17,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,17,3
AtCBL5,B,species_prefix_At,At,CBL5,ambiguous,species_prefixed_uniprot_symbol,3,10,Q7FZF1,CNBL5_ARATH,ARATH,sprot,,,,,false,Q7FZF1|CNBL5_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=10,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,10,2
AtCCR2,B,species_prefix_At,At,CCR2,ambiguous,species_prefixed_uniprot_symbol,3,33,O80963,ACCR2_ARATH,ARATH,sprot,,,,,false,O80963|ACCR2_ARATH|ARATH|sprot; Q9SAH9|CCR2_ARATH|ARATH|sprot; Q9M9Y8|CRTSO_ARATH|ARATH|sprot; Q03250|RBG7_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=9 global_count=33,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,33,9
AtCDPK24,B,species_prefix_At,At,CDPK24,matched,species_prefixed_uniprot_symbol,3,1,A0A977XTW7,A0A977XTW7_HEVBR,HEVBR,trembl,,,,,false,A0A977XTW7|A0A977XTW7_HEVBR|HEVBR|trembl,prefix=At pcode=Atha mnemonic=ARATH species_count=0 global_count=1,Atha,ARATH,known_species_prefix,species_mismatch,species_mismatched_match,1,0
AtCesA8,B,species_prefix_At,At,CesA8,ambiguous,species_prefixed_uniprot_symbol,2,24,Q8LPK5,CESA8_ARATH,ARATH,sprot,,,,,false,Q8LPK5|CESA8_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=24,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,24,1
AtCGS,B,species_prefix_At,At,CGS,ambiguous,species_prefixed_uniprot_symbol,4,7,O23944,O23944_FRAVE,FRAVE,trembl,,,,,false,O23944|O23944_FRAVE|FRAVE|trembl; K0E818|K0E818_POPTO|POPTO|trembl; K0E4C9|K0E4C9_9ROSI|9ROSI|trembl; Q14K65|Q14K65_PLAAC|PLAAC|trembl; Q9MT30|Q9MT30_SOLTU|SOLTU|trembl,prefix=At pcode=Atha mnemonic=ARATH species_count=0 global_count=7,Atha,ARATH,known_species_prefix,species_mismatch,species_mismatched_match,7,0
AtCHS,B,species_prefix_At,At,CHS,ambiguous,species_prefixed_uniprot_symbol,3,1770,P13114,CHSY_ARATH,ARATH,sprot,,,,,false,P13114|CHSY_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=10 global_count=1770,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,1770,10
AtCIN7,B,species_prefix_At,At,CIN7,ambiguous,species_prefixed_uniprot_symbol,4,6,A2YZ01,INV7_ORYSI,ORYSI,sprot,,,,,false,A2YZ01|INV7_ORYSI|ORYSI|sprot; Q0J360|INV7_ORYSJ|ORYSJ|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=0 global_count=6,Atha,ARATH,known_species_prefix,species_mismatch,species_mismatched_match,6,0
AtCIPK14,B,species_prefix_At,At,CIPK14,ambiguous,species_prefixed_uniprot_symbol,2,16,Q9LZW4,CIPKE_ARATH,ARATH,sprot,,,,,false,Q9LZW4|CIPKE_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=16,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,16,1
AtCIPK24,B,species_prefix_At,At,CIPK24,ambiguous,species_prefixed_uniprot_symbol,3,29,Q9LDI3,CIPKO_ARATH,ARATH,sprot,,,,,false,Q9LDI3|CIPKO_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=29,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,29,2
AtCIPK6,B,species_prefix_At,At,CIPK6,ambiguous,species_prefixed_uniprot_symbol,2,17,O65554,CIPK6_ARATH,ARATH,sprot,,,,,false,O65554|CIPK6_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=17,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,17,1
AtCLB,B,species_prefix_At,At,CLB,matched,species_prefixed_uniprot_symbol,2,1,Q9LEX1,CLB_ARATH,ARATH,sprot,,,,,false,Q9LEX1|CLB_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,1,1
AtCLH,B,species_prefix_At,At,CLH,ambiguous,species_prefixed_uniprot_symbol,2,3,Q9SB50,AP4M_ARATH,ARATH,sprot,,,,,false,Q9SB50|AP4M_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=3,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,3,1
AtCLH1,B,species_prefix_At,At,CLH1,ambiguous,species_prefixed_uniprot_symbol,2,5,O22527,CLH1_ARATH,ARATH,sprot,,,,,false,O22527|CLH1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=5,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,5,1
AtCLH2,B,species_prefix_At,At,CLH2,ambiguous,species_prefixed_uniprot_symbol,2,9,Q9M7I7,CLH2_ARATH,ARATH,sprot,,,,,false,Q9M7I7|CLH2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtCML37,B,species_prefix_At,At,CML37,ambiguous,species_prefixed_uniprot_symbol,2,3,Q9FIH9,CML37_ARATH,ARATH,sprot,,,,,false,Q9FIH9|CML37_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=3,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,3,1
AtCML39,B,species_prefix_At,At,CML39,ambiguous,species_prefixed_uniprot_symbol,2,2,Q9SRE7,CML39_ARATH,ARATH,sprot,,,,,false,Q9SRE7|CML39_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=2,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,2,1
AtCML43,B,species_prefix_At,At,CML43,matched,species_prefixed_uniprot_symbol,2,1,Q9FI19,CML43_ARATH,ARATH,sprot,,,,,false,Q9FI19|CML43_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,1,1
AtCNGC2,B,species_prefix_At,At,CNGC2,ambiguous,species_prefixed_uniprot_symbol,3,14,O65718,CNGC2_ARATH,ARATH,sprot,,,,,false,O65718|CNGC2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=14,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,14,2
AtCNGC4,B,species_prefix_At,At,CNGC4,ambiguous,species_prefixed_uniprot_symbol,3,12,Q94AS9,CNGC4_ARATH,ARATH,sprot,,,,,false,Q94AS9|CNGC4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=12,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,12,2
AtCol4,B,species_prefix_At,At,Col4,ambiguous,species_prefixed_uniprot_symbol,2,22,Q940T9,COL4_ARATH,ARATH,sprot,,,,,false,Q940T9|COL4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=22,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,22,1
