protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_002760,AtNRT1.1,outputs/json_dataset/full/protein_002760.json,outputs/json_dataset/best_only/protein_002760.json,unresolved,false,,0,descriptive_deferred
protein_002761,atnrt1.5,outputs/json_dataset/full/protein_002761.json,outputs/json_dataset/best_only/protein_002761.json,unresolved,false,,0,descriptive_deferred
protein_002762,AtNRT1.8,outputs/json_dataset/full/protein_002762.json,outputs/json_dataset/best_only/protein_002762.json,unresolved,false,,0,descriptive_deferred
protein_002763,AtNYC,outputs/json_dataset/full/protein_002763.json,outputs/json_dataset/best_only/protein_002763.json,unresolved,false,,2,species_mismatched_match
protein_002764,AtOPR3,outputs/json_dataset/full/protein_002764.json,outputs/json_dataset/best_only/protein_002764.json,coverage,false,,1,species_confirmed_uniprot
protein_002765,AtOZF2,outputs/json_dataset/full/protein_002765.json,outputs/json_dataset/best_only/protein_002765.json,unresolved,false,,0,species_confirmed_no_match
protein_002766,ATP,outputs/json_dataset/full/protein_002766.json,outputs/json_dataset/best_only/protein_002766.json,coverage,false,,5,ambiguous_but_useful
protein_002767,ATP binding proteins,outputs/json_dataset/full/protein_002767.json,outputs/json_dataset/best_only/protein_002767.json,unresolved,false,,0,descriptive_deferred
protein_002768,ATP citrate lyase,outputs/json_dataset/full/protein_002768.json,outputs/json_dataset/best_only/protein_002768.json,unresolved,false,,0,descriptive_deferred
protein_002769,ATP sulfurylase,outputs/json_dataset/full/protein_002769.json,outputs/json_dataset/best_only/protein_002769.json,unresolved,false,,0,descriptive_deferred
protein_002770,ATP sulfurylase 2,outputs/json_dataset/full/protein_002770.json,outputs/json_dataset/best_only/protein_002770.json,unresolved,false,,0,descriptive_deferred
protein_002771,ATP sulphurylase,outputs/json_dataset/full/protein_002771.json,outputs/json_dataset/best_only/protein_002771.json,unresolved,false,,0,descriptive_deferred
protein_002772,ATP synthase,outputs/json_dataset/full/protein_002772.json,outputs/json_dataset/best_only/protein_002772.json,unresolved,false,,0,descriptive_deferred
protein_002773,ATP synthase alpha,outputs/json_dataset/full/protein_002773.json,outputs/json_dataset/best_only/protein_002773.json,unresolved,false,,0,descriptive_deferred
protein_002774,ATP synthase alpha subunit,outputs/json_dataset/full/protein_002774.json,outputs/json_dataset/best_only/protein_002774.json,unresolved,false,,0,descriptive_deferred
protein_002775,ATP synthase beta,outputs/json_dataset/full/protein_002775.json,outputs/json_dataset/best_only/protein_002775.json,unresolved,false,,0,descriptive_deferred
protein_002776,ATP synthase beta subunit,outputs/json_dataset/full/protein_002776.json,outputs/json_dataset/best_only/protein_002776.json,unresolved,false,,0,descriptive_deferred
protein_002777,ATP synthase CF1 alpha,outputs/json_dataset/full/protein_002777.json,outputs/json_dataset/best_only/protein_002777.json,unresolved,false,,0,descriptive_deferred
protein_002778,ATP synthase CF1 alpha subunit,outputs/json_dataset/full/protein_002778.json,outputs/json_dataset/best_only/protein_002778.json,unresolved,false,,0,descriptive_deferred
protein_002779,ATP synthase CF1 alpha subunits,outputs/json_dataset/full/protein_002779.json,outputs/json_dataset/best_only/protein_002779.json,unresolved,false,,0,descriptive_deferred
protein_002780,ATP synthase CF1 beta subunit,outputs/json_dataset/full/protein_002780.json,outputs/json_dataset/best_only/protein_002780.json,unresolved,false,,0,descriptive_deferred
protein_002781,ATP synthase complex,outputs/json_dataset/full/protein_002781.json,outputs/json_dataset/best_only/protein_002781.json,unresolved,false,,0,noise_skipped
protein_002782,ATP synthase complex assembly factor,outputs/json_dataset/full/protein_002782.json,outputs/json_dataset/best_only/protein_002782.json,unresolved,false,,0,descriptive_deferred
protein_002783,ATP synthase complex subunits,outputs/json_dataset/full/protein_002783.json,outputs/json_dataset/best_only/protein_002783.json,unresolved,false,,0,descriptive_deferred
protein_002784,ATP synthase F1 complex assembly factor,outputs/json_dataset/full/protein_002784.json,outputs/json_dataset/best_only/protein_002784.json,unresolved,false,,0,descriptive_deferred
protein_002785,ATP synthase family,outputs/json_dataset/full/protein_002785.json,outputs/json_dataset/best_only/protein_002785.json,unresolved,false,,0,descriptive_deferred
protein_002786,ATP synthase protein I,outputs/json_dataset/full/protein_002786.json,outputs/json_dataset/best_only/protein_002786.json,unresolved,false,,0,descriptive_deferred
protein_002787,ATP synthase subunit alpha,outputs/json_dataset/full/protein_002787.json,outputs/json_dataset/best_only/protein_002787.json,unresolved,false,,0,descriptive_deferred
protein_002788,ATP synthase subunit beta,outputs/json_dataset/full/protein_002788.json,outputs/json_dataset/best_only/protein_002788.json,unresolved,false,,0,descriptive_deferred
protein_002789,ATP synthase subunit beta protein,outputs/json_dataset/full/protein_002789.json,outputs/json_dataset/best_only/protein_002789.json,unresolved,false,,0,descriptive_deferred
protein_002790,ATP synthase subunit d,outputs/json_dataset/full/protein_002790.json,outputs/json_dataset/best_only/protein_002790.json,unresolved,false,,0,descriptive_deferred
protein_002791,ATP synthase subunit F1,outputs/json_dataset/full/protein_002791.json,outputs/json_dataset/best_only/protein_002791.json,unresolved,false,,0,descriptive_deferred
protein_002792,ATP synthase subunit proteins,outputs/json_dataset/full/protein_002792.json,outputs/json_dataset/best_only/protein_002792.json,unresolved,false,,0,descriptive_deferred
protein_002793,ATP synthase subunits,outputs/json_dataset/full/protein_002793.json,outputs/json_dataset/best_only/protein_002793.json,unresolved,false,,0,descriptive_deferred
protein_002794,ATP synthase subunits alpha,outputs/json_dataset/full/protein_002794.json,outputs/json_dataset/best_only/protein_002794.json,unresolved,false,,0,descriptive_deferred
protein_002795,ATP synthase subunits beta,outputs/json_dataset/full/protein_002795.json,outputs/json_dataset/best_only/protein_002795.json,unresolved,false,,0,descriptive_deferred
protein_002796,ATP synthase subunits α,outputs/json_dataset/full/protein_002796.json,outputs/json_dataset/best_only/protein_002796.json,unresolved,false,,0,descriptive_deferred
protein_002797,ATP synthase subunits β,outputs/json_dataset/full/protein_002797.json,outputs/json_dataset/best_only/protein_002797.json,unresolved,false,,0,descriptive_deferred
protein_002798,ATP synthase β-subunit,outputs/json_dataset/full/protein_002798.json,outputs/json_dataset/best_only/protein_002798.json,unresolved,false,,0,descriptive_deferred
protein_002799,ATP synthases,outputs/json_dataset/full/protein_002799.json,outputs/json_dataset/best_only/protein_002799.json,unresolved,false,,0,descriptive_deferred
protein_002800,ATP synthesis proteins,outputs/json_dataset/full/protein_002800.json,outputs/json_dataset/best_only/protein_002800.json,unresolved,false,,0,descriptive_deferred
protein_002801,ATP-binding cassette,outputs/json_dataset/full/protein_002801.json,outputs/json_dataset/best_only/protein_002801.json,unresolved,false,,0,descriptive_deferred
protein_002802,ATP-binding cassette (ABC) transporter gene family,outputs/json_dataset/full/protein_002802.json,outputs/json_dataset/best_only/protein_002802.json,unresolved,false,,0,descriptive_deferred
protein_002803,ATP-binding cassette (ABC) transporters,outputs/json_dataset/full/protein_002803.json,outputs/json_dataset/best_only/protein_002803.json,unresolved,false,,0,descriptive_deferred
protein_002804,ATP-binding cassette transporters,outputs/json_dataset/full/protein_002804.json,outputs/json_dataset/best_only/protein_002804.json,unresolved,false,,0,descriptive_deferred
protein_002805,ATP-binding protein,outputs/json_dataset/full/protein_002805.json,outputs/json_dataset/best_only/protein_002805.json,unresolved,false,,0,descriptive_deferred
protein_002806,ATP-binding proteins,outputs/json_dataset/full/protein_002806.json,outputs/json_dataset/best_only/protein_002806.json,unresolved,false,,0,descriptive_deferred
protein_002807,ATP-binding region ATPase-like protein,outputs/json_dataset/full/protein_002807.json,outputs/json_dataset/best_only/protein_002807.json,unresolved,false,,0,descriptive_deferred
protein_002808,ATP-citrate lyase,outputs/json_dataset/full/protein_002808.json,outputs/json_dataset/best_only/protein_002808.json,unresolved,false,,0,descriptive_deferred
protein_002809,ATP-D6P7,outputs/json_dataset/full/protein_002809.json,outputs/json_dataset/best_only/protein_002809.json,unresolved,false,,0,descriptive_deferred
protein_002810,ATP-dependent 6-phosphofructokinase 5,outputs/json_dataset/full/protein_002810.json,outputs/json_dataset/best_only/protein_002810.json,unresolved,false,,0,descriptive_deferred
protein_002811,ATP-dependent 6-phosphofructokinase 7,outputs/json_dataset/full/protein_002811.json,outputs/json_dataset/best_only/protein_002811.json,unresolved,false,,0,descriptive_deferred
protein_002812,ATP-dependent citrate lyase,outputs/json_dataset/full/protein_002812.json,outputs/json_dataset/best_only/protein_002812.json,unresolved,false,,0,descriptive_deferred
protein_002813,ATP-dependent Clp protease,outputs/json_dataset/full/protein_002813.json,outputs/json_dataset/best_only/protein_002813.json,unresolved,false,,0,descriptive_deferred
protein_002814,ATP-dependent enzymes,outputs/json_dataset/full/protein_002814.json,outputs/json_dataset/best_only/protein_002814.json,unresolved,false,,0,descriptive_deferred
protein_002815,ATP-dependent H+ pumps,outputs/json_dataset/full/protein_002815.json,outputs/json_dataset/best_only/protein_002815.json,unresolved,false,,0,descriptive_deferred
protein_002816,ATP-dependent metalloproteases,outputs/json_dataset/full/protein_002816.json,outputs/json_dataset/best_only/protein_002816.json,unresolved,false,,0,descriptive_deferred
protein_002817,ATP-dependent molecular chaperones,outputs/json_dataset/full/protein_002817.json,outputs/json_dataset/best_only/protein_002817.json,unresolved,false,,0,descriptive_deferred
protein_002818,ATP-dependent RNA helicase,outputs/json_dataset/full/protein_002818.json,outputs/json_dataset/best_only/protein_002818.json,unresolved,false,,0,descriptive_deferred
protein_002819,ATP-dependent thiosulfate transporters,outputs/json_dataset/full/protein_002819.json,outputs/json_dataset/best_only/protein_002819.json,unresolved,false,,0,descriptive_deferred
protein_002820,ATP-dependent zinc metalloprotease FTSH 12,outputs/json_dataset/full/protein_002820.json,outputs/json_dataset/best_only/protein_002820.json,unresolved,false,,0,descriptive_deferred
protein_002821,ATP-dependent zinc metalloprotease FtsH 2,outputs/json_dataset/full/protein_002821.json,outputs/json_dataset/best_only/protein_002821.json,unresolved,false,,0,descriptive_deferred
protein_002822,ATP-dependent zinc metalloproteases,outputs/json_dataset/full/protein_002822.json,outputs/json_dataset/best_only/protein_002822.json,unresolved,false,,0,descriptive_deferred
protein_002823,ATP-fueled polypeptide unfolding enzyme,outputs/json_dataset/full/protein_002823.json,outputs/json_dataset/best_only/protein_002823.json,unresolved,false,,0,descriptive_deferred
protein_002824,ATP-fueled polypeptide unfolding enzymes,outputs/json_dataset/full/protein_002824.json,outputs/json_dataset/best_only/protein_002824.json,unresolved,false,,0,descriptive_deferred
protein_002825,ATP-independent chaperones,outputs/json_dataset/full/protein_002825.json,outputs/json_dataset/best_only/protein_002825.json,unresolved,false,,0,descriptive_deferred
protein_002826,ATP-related enzymes,outputs/json_dataset/full/protein_002826.json,outputs/json_dataset/best_only/protein_002826.json,unresolved,false,,0,descriptive_deferred
protein_002827,ATP-related genes,outputs/json_dataset/full/protein_002827.json,outputs/json_dataset/best_only/protein_002827.json,unresolved,false,,0,descriptive_deferred
protein_002828,ATP-related proteins,outputs/json_dataset/full/protein_002828.json,outputs/json_dataset/best_only/protein_002828.json,unresolved,false,,0,descriptive_deferred
protein_002829,ATP-S,outputs/json_dataset/full/protein_002829.json,outputs/json_dataset/best_only/protein_002829.json,unresolved,false,,0,descriptive_deferred
protein_002830,ATP-sulfurylase,outputs/json_dataset/full/protein_002830.json,outputs/json_dataset/best_only/protein_002830.json,unresolved,false,,0,descriptive_deferred
protein_002831,ATP-synthase,outputs/json_dataset/full/protein_002831.json,outputs/json_dataset/best_only/protein_002831.json,unresolved,false,,0,descriptive_deferred
protein_002832,ATP-synthase pump,outputs/json_dataset/full/protein_002832.json,outputs/json_dataset/best_only/protein_002832.json,unresolved,false,,0,descriptive_deferred
protein_002833,ATP/ADP translocase,outputs/json_dataset/full/protein_002833.json,outputs/json_dataset/best_only/protein_002833.json,unresolved,false,,0,descriptive_deferred
protein_002834,ATP/ADP transporter genes,outputs/json_dataset/full/protein_002834.json,outputs/json_dataset/best_only/protein_002834.json,unresolved,false,,0,descriptive_deferred
protein_002835,atp1,outputs/json_dataset/full/protein_002835.json,outputs/json_dataset/best_only/protein_002835.json,unresolved,false,,0,descriptive_deferred
protein_002836,ATP10A,outputs/json_dataset/full/protein_002836.json,outputs/json_dataset/best_only/protein_002836.json,coverage,false,,1,ambiguous_but_useful
protein_002837,AtP3B,outputs/json_dataset/full/protein_002837.json,outputs/json_dataset/best_only/protein_002837.json,coverage,false,,2,species_confirmed_uniprot
protein_002838,atp4,outputs/json_dataset/full/protein_002838.json,outputs/json_dataset/best_only/protein_002838.json,unresolved,false,,0,descriptive_deferred
protein_002839,AtP5CDH,outputs/json_dataset/full/protein_002839.json,outputs/json_dataset/best_only/protein_002839.json,coverage,false,,1,species_confirmed_uniprot
protein_002840,AtP5CS1,outputs/json_dataset/full/protein_002840.json,outputs/json_dataset/best_only/protein_002840.json,coverage,false,,1,species_confirmed_uniprot
protein_002841,AtP5CS2,outputs/json_dataset/full/protein_002841.json,outputs/json_dataset/best_only/protein_002841.json,coverage,false,,1,species_confirmed_uniprot
protein_002842,ATP5F1B,outputs/json_dataset/full/protein_002842.json,outputs/json_dataset/best_only/protein_002842.json,coverage,false,,4,ambiguous_but_useful
protein_002843,ATP5PD,outputs/json_dataset/full/protein_002843.json,outputs/json_dataset/best_only/protein_002843.json,unresolved,false,,0,no_species_no_match
protein_002844,atp6,outputs/json_dataset/full/protein_002844.json,outputs/json_dataset/best_only/protein_002844.json,unresolved,false,,0,descriptive_deferred
